lon,lat,log_ppt_2025_standardized
-105.42916666745052,47.6125000000925,0.6345232
-108.26250000067051,45.4125000001805,1.1548909
-111.22916666721852,48.5125000000565,-0.00095553463
-113.22916666713851,46.9791666667845,1.0803825
-104.96250000080252,47.7791666667525,0.6526908
-105.49583333411452,45.7125000001685,1.7702004
-108.62916666732252,46.4791666668045,0.85101503
-104.19583333416652,47.5125000000965,0.7799868
-109.46250000062253,48.3791666667285,-1.4051864
-108.89583333397852,46.4458333334725,0.43064645
-109.52916666728652,45.5458333335085,0.6802891
-105.0958333341305,48.0791666667405,0.24111445
-111.92916666719051,48.9791666667045,0.18845987
-114.09583333377051,47.3125000001045,0.88739806
-113.59583333379052,48.7458333333805,0.8737388
-114.22916666709853,46.945833333452505,0.65107983
-105.39583333411852,48.0125000000765,-0.09341594
-112.39583333383852,45.5125000001765,0.85398614
-114.56250000041852,47.9458333334125,1.0169073
-111.69583333386652,47.045833333448506,0.25630966
-108.56250000065852,47.7791666667525,-0.40443394
-113.12916666714251,47.4458333334325,0.834043
-113.36250000046653,46.5458333334685,1.0245996
-111.76250000053052,46.0125000001565,0.944508
-110.59583333391052,46.5458333334685,0.35463372
-107.4625000007025,47.5458333334285,-0.55229926
-112.32916666717452,45.6791666668365,0.9111329
-110.12916666726252,45.7791666668325,0.6553453
-114.66250000041452,48.4458333333925,1.0845499
-108.5291666673265,45.9458333334925,0.92930514
-111.66250000053452,44.9125000002005,1.2331834
-109.8625000006065,48.9458333333725,-0.62780505
-110.6958333339065,46.9125000001205,0.3179697
-105.49583333411452,45.8458333334965,1.6458547
-112.96250000048252,46.612500000132506,1.0830584
-108.7625000006505,45.7125000001685,0.91170126
-106.06250000075852,47.2125000001085,1.0656152
-107.26250000071052,47.6458333334245,-0.4127291
-111.76250000053052,45.6791666668365,1.1953294
-111.59583333387052,48.4458333333925,0.23154351
-104.89583333413852,48.1458333334045,0.3515369
-108.56250000065852,45.6791666668365,0.8689611
-111.72916666719853,45.5125000001765,1.1248466
-104.8625000008065,48.3125000000645,0.30167174
-111.3625000005465,46.079166666820505,0.62482905
-111.62916666720253,45.1458333335245,1.0742731
-105.66250000077451,47.7125000000885,0.24679321
-114.09583333377051,46.1125000001525,1.2757326
-104.59583333415053,48.6125000000525,0.15099093
-104.82916666747452,48.6125000000525,-0.18115486
-110.59583333391052,45.31250000018451,1.544696
-109.96250000060252,45.6125000001725,1.3946583
-108.82916666731452,45.9458333334925,0.74009764
-108.5291666673265,46.2791666668125,1.0431308
-107.56250000069852,48.1458333334045,-0.58462226
-105.12916666746251,45.0791666668605,1.7844899
-110.59583333391052,47.1458333334445,0.11446713
-107.96250000068252,46.0458333334885,1.3719077
-113.5291666671265,47.4125000001005,0.88642174
-111.59583333387052,44.7458333335405,1.3638628
-107.06250000071852,45.0458333335285,1.0871294
-105.92916666743052,48.679166666716505,0.28457332
